,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
499,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,The Captain's Boil,43.773255217045026,-79.41380541792645,Seafood Restaurant
500,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
501,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Starbucks,43.768353,-79.413046,Coffee Shop
502,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Saryo,43.76697902009232,-79.41220491675689,Café
503,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Toronto Centre for the Arts,43.766228257307354,-79.41411495208739,Theater
504,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
505,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,MYMY Chicken,43.76465797243293,-79.41109575340602,Fried Chicken Joint
506,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,The Alley,43.776359,-79.414384,Bubble Tea Shop
507,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Sushi Bong,43.775428055109685,-79.41365367892402,Sushi Restaurant
508,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
509,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Pastel Creperie & Dessert House,43.77621893353755,-79.41464769653886,Creperie
510,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
511,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Sushi Moto Sake & Wine Bar,43.764095,-79.411344,Sushi Restaurant
512,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Bake Code 烘焙密碼,43.763968809039525,-79.41164099097621,Bakery
513,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
514,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Metro,43.77417110604527,-79.41343232989311,Supermarket
515,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Dakgogi,43.773009998847236,-79.41387458796359,Korean Restaurant
516,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Gol,43.76424,-79.411265,Middle Eastern Restaurant
517,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Hakata Shoryuken Ramen,43.77351855289592,-79.41387203910281,Ramen Restaurant
518,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Roll.com,43.775288006642036,-79.41425610888591,Korean Restaurant
519,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Aura,43.766012799364795,-79.41081286441447,Lounge
520,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Booster Juice,43.76889,-79.4129899,Juice Bar
521,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
522,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Longo’s Sheppard Centre,43.762221,-79.410762,Grocery Store
523,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Pizzaiolo,43.76428931934003,-79.41177961294926,Pizza Place
524,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
525,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Buk Chang Dong Soon Tofu 북창동 순두부 돌솥밥,43.777219274357755,-79.41486067859734,Korean Restaurant
526,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Sansotei Ramen 三草亭,43.77670850946814,-79.41392739650291,Ramen Restaurant
527,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Douglas Snow Aquatic Centre,43.767317139739454,-79.41498164406656,Pool
528,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Easy Drink Easy Go,43.776292092262004,-79.41440463066101,Bubble Tea Shop
529,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Aburi Room,43.769197,-79.414039,Sushi Restaurant
530,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Starbucks,43.768464,-79.414017,Coffee Shop
531,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Five Guys,43.76240027532789,-79.4107626699753,Burger Joint
532,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Pizza Shab,43.77662520025942,-79.41420078277588,Pizza Place
533,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Subway,43.768507,-79.41398454232785,Sandwich Place
534,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,PetSmart,43.769139,-79.412522,Pet Store
535,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Cottage Restaurant,43.77557162610398,-79.41323375417596,Pizza Place
536,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,St. Louis Bar & Grill,43.77304026482439,-79.413770539975,Sports Bar
537,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Owl of Minerva,43.773327812864714,-79.41391451544317,Korean Restaurant
538,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Haida Sandwich,43.77543167870811,-79.41358715002293,Fast Food Restaurant
539,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Tim Hortons,43.77396737677903,-79.41361973403849,Coffee Shop
540,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
541,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
542,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Dollarama,43.768722,-79.412101,Discount Store
543,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Sushi One,43.76441166173842,-79.41187984957911,Japanese Restaurant
544,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Sharetea,43.775440304954174,-79.41339641170555,Bubble Tea Shop
545,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Sang-Ji Fried Bao,43.776573,-79.41442,Dumpling Restaurant
546,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Moksha Yoga North York,43.76325012,-79.40546822,Yoga Studio
547,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,GoodLife Fitness North York Madison Centre,43.764836,-79.412709,Gym
548,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
549,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Union Social Eatery,43.76379660470405,-79.4113584939484,Restaurant
550,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,RBC Royal Bank,43.76602146815181,-79.41178248148627,Bank
551,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,TD Canada Trust,43.7706589,-79.4135465,Bank
552,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Lee Town Restaurant,43.76419503107473,-79.4116255620473,Chinese Restaurant
553,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Wendy’s,43.76846127243853,-79.4123771060805,Fast Food Restaurant
554,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Sweet O'Clock 芋尚道,43.77752612864565,-79.41492757843857,Dessert Shop
555,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,L'opera Patisserie et Cafe,43.772767972277975,-79.41371702742671,Dessert Shop
556,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Bar Koyoi,43.77494335172162,-79.4143055773749,Japanese Restaurant
557,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Kenzo Japanese Ramen House,43.762850505733084,-79.41142619935471,Ramen Restaurant
558,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Studio Lounge Karaoke,43.76392929196712,-79.41152965816455,Karaoke Bar
559,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Gong Cha 貢茶,43.77731465045197,-79.41470503807068,Bubble Tea Shop
560,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Nolbu,43.763029205140946,-79.41193749503265,Korean Restaurant
561,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Artisan Noodle 老碗,43.77626534484827,-79.41462986904645,Chinese Restaurant
562,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,ZenQ,43.77673092310047,-79.41452506160952,Bubble Tea Shop
563,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
564,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Kinton Ramen,43.76968375926793,-79.41304877291766,Ramen Restaurant
565,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
566,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,The Fry,43.76299303331066,-79.41144153878865,Fried Chicken Joint
567,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Nomé Izakaya,43.76255929292571,-79.41144034914508,Japanese Restaurant
568,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,The Beer Store,43.763872,-79.4002511,Beer Store
569,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
570,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Subway,43.76447721342689,-79.41217087119867,Sandwich Place
571,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
572,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,A&W,43.762507,-79.410526,Fast Food Restaurant
573,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,한바탕 (Han Ba Tang) (Han Ba Tang),43.76290960718896,-79.41140806171066,Bar
574,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Tim Hortons,43.7741472,-79.4132501,Coffee Shop
575,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
576,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Ava Food Market,43.76414532190037,-79.39929965307797,Middle Eastern Restaurant
577,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,LA Fitness,43.762424326238225,-79.4107925616352,Gym
578,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Inakaya,43.765116314683894,-79.40013276871568,Japanese Restaurant
579,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Shoppers Drug Mart,43.765829,-79.412338,Pharmacy
580,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Second Cup,43.762855,-79.410379,Coffee Shop
581,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Shoppers Drug Mart,43.762587,-79.410924,Pharmacy
582,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Thai Express,43.762396,-79.41022,Restaurant
583,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Subway,43.76213637117152,-79.40888587190383,Sandwich Place
584,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Tim Hortons,43.7655556,-79.4122337,Coffee Shop
585,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Tim Hortons,43.763265276008866,-79.40530187567225,Coffee Shop
586,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Mezza Notte Trattoria,43.772704,-79.413764,Italian Restaurant
587,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Winners,43.763018,-79.410412,Department Store
588,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,McDonald's,43.76538326092233,-79.41022708625557,Fast Food Restaurant
589,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Frog & Firkin,43.762744495550805,-79.41144636874411,Pub
590,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Oh Geul Boh Geul 오글보글,43.77315120705706,-79.4139145399907,Korean Restaurant
591,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Paisano's,43.764517781816416,-79.39989823947919,Italian Restaurant
592,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Tsujiri,43.764277,-79.411398,Dessert Shop
593,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Angus Pho House 越來香,43.777010158757875,-79.41471437081292,Vietnamese Restaurant
594,York Mills West,43.752758299999996,-79.4000493,Auberge du Pommier,43.74696232135214,-79.407878758257,French Restaurant
595,York Mills West,43.752758299999996,-79.4000493,Rabba Fine Foods,43.75795227432312,-79.40893623239137,Grocery Store
596,York Mills West,43.752758299999996,-79.4000493,Avondale Park,43.75705291615521,-79.40812730761971,Dog Run
597,York Mills West,43.752758299999996,-79.4000493,Swiss Chalet,43.74768690361453,-79.40675290842398,Restaurant
598,York Mills West,43.752758299999996,-79.4000493,Petro-Canada,43.757319,-79.410023,Gas Station
599,York Mills West,43.752758299999996,-79.4000493,Starbucks,43.758015,-79.409613,Coffee Shop
600,York Mills West,43.752758299999996,-79.4000493,Tim Hortons,43.7449282,-79.405924,Restaurant
601,York Mills West,43.752758299999996,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
602,York Mills West,43.752758299999996,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
603,York Mills West,43.752758299999996,-79.4000493,Cotswold Park,43.757698350076254,-79.39829838965822,Park
604,York Mills West,43.752758299999996,-79.4000493,Avonshire Park,43.75748620357148,-79.40446632281567,Park
605,York Mills West,43.752758299999996,-79.4000493,Skymark Shared Tennis Court,43.756745,-79.406272,Tennis Court
606,York Mills West,43.752758299999996,-79.4000493,Gym @ Harrison Gardens,43.757410104872655,-79.40554374482528,Gym
607,York Mills West,43.752758299999996,-79.4000493,Owen Park,43.749183800849934,-79.39085454255954,Park
608,York Mills West,43.752758299999996,-79.4000493,Afilias Canada,43.746939797774054,-79.40702965555546,Business Service
609,York Mills West,43.752758299999996,-79.4000493,Glendora Tennis Courts,43.76065835305696,-79.39906802946717,Tennis Court
610,York Mills West,43.752758299999996,-79.4000493,Xing Fu Tang,43.757414,-79.410267,Bubble Tea Shop
611,York Mills West,43.752758299999996,-79.4000493,Marcello's Market and Deli,43.746355,-79.408277,Restaurant
612,"Willowdale, Willowdale West",43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
613,"Willowdale, Willowdale West",43.7827364,-79.4422593,Shoppers Drug Mart,43.784847,-79.446028,Pharmacy
614,"Willowdale, Willowdale West",43.7827364,-79.4422593,Dollarama,43.78467,-79.4466696,Discount Store
615,"Willowdale, Willowdale West",43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
616,"Willowdale, Willowdale West",43.7827364,-79.4422593,Shoppers Drug Mart,43.791399,-79.445367,Pharmacy
617,"Willowdale, Willowdale West",43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
618,"Willowdale, Willowdale West",43.7827364,-79.4422593,Hartman's,43.78431215202778,-79.44621271750725,Butcher
619,"Willowdale, Willowdale West",43.7827364,-79.4422593,Antibes Park,43.77887169410913,-79.44870471954346,Park
620,"Willowdale, Willowdale West",43.7827364,-79.4422593,Northview Variety,43.775252007092696,-79.44070122108965,Convenience Store
621,"Willowdale, Willowdale West",43.7827364,-79.4422593,Got to half it Baby!,43.7782419,-79.4508616,Baby Store
622,"Willowdale, Willowdale West",43.7827364,-79.4422593,Belle Restaurant,43.774325455615156,-79.44265133679542,Eastern European Restaurant
623,"Willowdale, Willowdale West",43.7827364,-79.4422593,Happy Bagel Bakery,43.77400837440994,-79.44269728757808,Bakery
624,"Willowdale, Willowdale West",43.7827364,-79.4422593,TTC Bus 36 Finch West,43.77387523598567,-79.44328405233965,Bus Line
625,Parkwoods,43.7532586,-79.3296565,Allwyn's Bakery,43.75984035203157,-79.32471879917513,Caribbean Restaurant
626,Parkwoods,43.7532586,-79.3296565,Tim Hortons,43.76066827030228,-79.32636763515987,Café
627,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
628,Parkwoods,43.7532586,-79.3296565,Bruno's valu-mart,43.746143,-79.32463,Grocery Store
629,Parkwoods,43.7532586,-79.3296565,High Street Fish & Chips,43.74525988387223,-79.3249491573105,Fish & Chips Shop
630,Parkwoods,43.7532586,-79.3296565,A&W,43.760643076161315,-79.3268649067081,Fast Food Restaurant
631,Parkwoods,43.7532586,-79.3296565,Shoppers Drug Mart,43.76085733239677,-79.32496051573521,Pharmacy
632,Parkwoods,43.7532586,-79.3296565,Shoppers Drug Mart,43.745315,-79.3258,Pharmacy
633,Parkwoods,43.7532586,-79.3296565,Food Basics,43.76054899113784,-79.32604520023006,Supermarket
634,Parkwoods,43.7532586,-79.3296565,Pizza Pizza,43.76023098701761,-79.32566642761229,Pizza Place
635,Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
636,Parkwoods,43.7532586,-79.3296565,DVP at York Mills,43.758898765048286,-79.3340989154166,Intersection
637,Parkwoods,43.7532586,-79.3296565,TTC Stop #09083,43.75965484896959,-79.33222296778834,Bus Stop
638,Parkwoods,43.7532586,-79.3296565,TTC Stop 9083,43.7592505419922,-79.33399989273362,Bus Stop
639,Parkwoods,43.7532586,-79.3296565,Sandover Park,43.76027747979718,-79.33330535888672,Park
640,Parkwoods,43.7532586,-79.3296565,TTC Stop #9075,43.75759633714484,-79.33815479278564,Train Station
641,Parkwoods,43.7532586,-79.3296565,Dollarama,43.760341,-79.325519,Discount Store
642,Parkwoods,43.7532586,-79.3296565,Parkwoods Coin Laundry,43.76038596280906,-79.32489395141602,Laundry Service
643,Parkwoods,43.7532586,-79.3296565,Family Food Fair,43.7604220945516,-79.32501198418869,ATM
644,Parkwoods,43.7532586,-79.3296565,Spicy Chicken House,43.76063939666398,-79.32567060771729,Chinese Restaurant
645,Parkwoods,43.7532586,-79.3296565,La Notre,43.76070416249771,-79.32539551954271,Coffee Shop
646,Parkwoods,43.7532586,-79.3296565,Underhill Mini Mart Convenience,43.74583602808115,-79.32483508046442,Convenience Store
647,Parkwoods,43.7532586,-79.3296565,Parkwoods Village Centre,43.760735,-79.324873,Shopping Mall
648,Parkwoods,43.7532586,-79.3296565,Broadlands Skating Rink,43.74668925352585,-79.3226776047074,Skating Rink
649,Parkwoods,43.7532586,-79.3296565,Parkway Valley Tennis Club,43.754481101445634,-79.31828498840332,Tennis Court
650,Parkwoods,43.7532586,-79.3296565,Broadlands Park,43.74674606903112,-79.32250154263845,Park
651,Parkwoods,43.7532586,-79.3296565,Nail Princess,43.74538936918936,-79.32561559014736,Cosmetics Shop
652,Parkwoods,43.7532586,-79.3296565,Donwood Variety,43.745500799115305,-79.32492236598165,Shop & Service
653,Parkwoods,43.7532586,-79.3296565,Donwood Plaza,43.7453692118077,-79.3254347372363,Shopping Mall
654,Don Mills,43.745905799999996,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
655,Don Mills,43.745905799999996,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
656,Don Mills,43.745905799999996,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym
657,Don Mills,43.745905799999996,-79.352188,Matsuda Japanese Cuisine & Teppanyaki,43.74549366550305,-79.34582141079446,Japanese Restaurant
658,Don Mills,43.745905799999996,-79.352188,Galleria Supermarket,43.75352001200256,-79.34951815337949,Supermarket
659,Don Mills,43.745905799999996,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
660,Don Mills,43.745905799999996,-79.352188,Big Smoke Burger,43.752836,-79.358998,Burger Joint
661,Don Mills,43.745905799999996,-79.352188,Five Guys,43.75451390200428,-79.35000397292158,Burger Joint
662,Don Mills,43.745905799999996,-79.352188,Freshii,43.75422087020506,-79.35166465666757,Salad Place
663,Don Mills,43.745905799999996,-79.352188,Pizzaiolo,43.75473459877175,-79.35010987987614,Pizza Place
664,Don Mills,43.745905799999996,-79.352188,Starbucks,43.754199,-79.351382,Coffee Shop
665,Don Mills,43.745905799999996,-79.352188,RBC Royal Bank,43.753041087604274,-79.35824111651904,Bank
666,Don Mills,43.745905799999996,-79.352188,Thai One On,43.75458309476642,-79.35154293935814,Thai Restaurant
667,Don Mills,43.745905799999996,-79.352188,LCBO,43.75413318628438,-79.35705066710972,Liquor Store
668,Don Mills,43.745905799999996,-79.352188,Cora Breakfast and Lunch,43.75449613817272,-79.35140124066076,Breakfast Spot
669,Don Mills,43.745905799999996,-79.352188,Dragon Pearl Buffet 龍珠,43.75369318998213,-79.34973027195959,Asian Restaurant
670,Don Mills,43.745905799999996,-79.352188,Second Cup,43.75380451882712,-79.35806384135824,Coffee Shop
671,Don Mills,43.745905799999996,-79.352188,Windfields Restaurant,43.75330963411871,-79.3588366714113,Diner
672,Don Mills,43.745905799999996,-79.352188,Pizza Hut,43.75427033996757,-79.3513743392868,Pizza Place
673,Don Mills,43.745905799999996,-79.352188,Elite Basketball Camps,43.748789728,-79.35422793,Athletics & Sports
674,Don Mills,43.745905799999996,-79.352188,Teriyaki Experience,43.75446786614047,-79.35142413697658,Japanese Restaurant
675,Don Mills,43.745905799999996,-79.352188,Swiss Chalet,43.7531193808889,-79.357777162287,Restaurant
676,Don Mills,43.745905799999996,-79.352188,Mr. Greek,43.754386293180715,-79.35168960659244,Greek Restaurant
677,Don Mills,43.745905799999996,-79.352188,Fox & Fiddle,43.754614191604695,-79.35015907581386,Bar
678,Don Mills,43.745905799999996,-79.352188,Rogers Cafeteria,43.75359359444752,-79.35447333974949,Cafeteria
679,Don Mills,43.745905799999996,-79.352188,Rogers Rbs,43.75380979756903,-79.35358782724202,Mobile Phone Shop
680,Don Mills,43.745905799999996,-79.352188,California Sandwiches,43.754314,-79.35123,Sandwich Place
681,Don Mills,43.745905799999996,-79.352188,Made In Japan Terayaki Experience,43.754472829346284,-79.35148126355057,Fast Food Restaurant
682,Don Mills,43.72589970000001,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
683,Don Mills,43.72589970000001,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
684,Don Mills,43.72589970000001,-79.340923,Kaiseki Yu-Zen Hashimoto,43.720931369435235,-79.33718506953988,Japanese Restaurant
685,Don Mills,43.72589970000001,-79.340923,Aga Khan Museum,43.725105344569876,-79.33207588784165,History Museum
686,Don Mills,43.72589970000001,-79.340923,Japanese Canadian Cultural Centre,43.726429,-79.334971,Art Gallery
687,Don Mills,43.72589970000001,-79.340923,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
688,Don Mills,43.72589970000001,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
689,Don Mills,43.72589970000001,-79.340923,Swiss Chalet,43.726747353541775,-79.34162487001265,Restaurant
690,Don Mills,43.72589970000001,-79.340923,Tim Hortons,43.72289725323043,-79.33911703526974,Coffee Shop
691,Don Mills,43.72589970000001,-79.340923,Skiis and Biikes,43.726350918006425,-79.34297712786963,Bike Shop
692,Don Mills,43.72589970000001,-79.340923,Diwan,43.72500200926036,-79.33201941694439,Middle Eastern Restaurant
693,Don Mills,43.72589970000001,-79.340923,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
694,Don Mills,43.72589970000001,-79.340923,JOEY Don mills,43.733990328997315,-79.34473422057377,New American Restaurant
695,Don Mills,43.72589970000001,-79.340923,Memories of Japan,43.727078,-79.340794,Japanese Restaurant
696,Don Mills,43.72589970000001,-79.340923,The Beer Store,43.7269871,-79.3414943,Beer Store
697,Don Mills,43.72589970000001,-79.340923,Bier Markt,43.73367930227106,-79.34446421133993,Restaurant
698,Don Mills,43.72589970000001,-79.340923,South St. Burger,43.734274151590064,-79.34365473960722,Burger Joint
699,Don Mills,43.72589970000001,-79.340923,Real Canadian Superstore,43.722704,-79.337508,Supermarket
700,Don Mills,43.72589970000001,-79.340923,Ice 'n Cake,43.734292228891334,-79.34519795645626,Ice Cream Shop
701,Don Mills,43.72589970000001,-79.340923,TD Canada Trust,43.733412,-79.3456709,Bank
702,Don Mills,43.72589970000001,-79.340923,Anthropologie,43.73399577300591,-79.34556371609538,Women's Store
703,Don Mills,43.72589970000001,-79.340923,Metro,43.73382694036637,-79.34347909126137,Supermarket
704,Don Mills,43.72589970000001,-79.340923,GoodLife Fitness North York Don Mills and Eglinton,43.722704,-79.337508,Gym
705,Don Mills,43.72589970000001,-79.340923,Asian Legend,43.7265905030894,-79.34218786843495,Dim Sum Restaurant
706,Don Mills,43.72589970000001,-79.340923,The Beer Store,43.7227042,-79.3375083,Beer Store
707,Don Mills,43.72589970000001,-79.340923,Taylors Landing,43.73392356803232,-79.3451686882006,Restaurant
708,Don Mills,43.72589970000001,-79.340923,Don Mills Civitan Arena,43.733038750522425,-79.34331856560732,Hockey Arena
709,Don Mills,43.72589970000001,-79.340923,Subway,43.72432189860479,-79.33685838010095,Sandwich Place
710,Don Mills,43.72589970000001,-79.340923,Harvey's,43.726602588537574,-79.34103479447748,Restaurant
711,Don Mills,43.72589970000001,-79.340923,Congee Star 帝王名粥,43.72658622416194,-79.34183343111253,Chinese Restaurant
712,Don Mills,43.72589970000001,-79.340923,Delimark Cafe,43.72753609649164,-79.33954737355866,Coffee Shop
713,Don Mills,43.72589970000001,-79.340923,Tim Hortons,43.734192,-79.3435096,Restaurant
714,Don Mills,43.72589970000001,-79.340923,Barber Greene Square,43.72765419328632,-79.3408102071437,Shopping Mall
715,Don Mills,43.72589970000001,-79.340923,Jack Astor's Bar & Grill,43.734594205541455,-79.34379672236949,Restaurant
716,Don Mills,43.72589970000001,-79.340923,TTC Bus 925 Don Mills Express,43.72890834331221,-79.34120178222656,Bus Line
717,Don Mills,43.72589970000001,-79.340923,Glow Restaurant,43.73422436980562,-79.34545443365278,American Restaurant
718,Don Mills,43.72589970000001,-79.340923,Bento Sushi,43.7222654378451,-79.33763065552684,Sushi Restaurant
719,Don Mills,43.72589970000001,-79.340923,Don Mills Rd. & Eglinton Ave E,43.72057,-79.33884,Intersection
720,Don Mills,43.72589970000001,-79.340923,The Buick,43.72247032631872,-79.33426139879268,Nightclub
721,Don Mills,43.72589970000001,-79.340923,Kabuki Sushi Lounge,43.73373330662086,-79.34477624282924,Sushi Restaurant
722,Don Mills,43.72589970000001,-79.340923,Moccasin Trail Park,43.73129679204527,-79.33411541918686,Park
723,Don Mills,43.72589970000001,-79.340923,DVP at Wynford Dr.,43.72759528460237,-79.33055885670686,Intersection
724,Don Mills,43.72589970000001,-79.340923,Dallimore Cir Gym,43.730705650693224,-79.3323164909998,Gym
725,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
726,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Earl Bales Park,43.75304340101652,-79.43622849867882,Park
727,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Best for Bride,43.7557891,-79.4378344,Bridal Shop
728,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
729,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Starbucks,43.755797,-79.440471,Coffee Shop
730,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
731,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
732,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Dairy Queen,43.75567964325238,-79.44016579234159,Ice Cream Shop
